com.samsung.shealth.activity.day_summary,6260063,6
movement_type,create_sh_ver,energy_type,exercise_time,step_count,exercise_calorie_target,active_time,target,others_time,modify_sh_ver,update_time,floors_target,create_time,floor_count,dynamic_active_time_target,exercise_time_target,goal,longest_active_time,score,move_hourly_count,duration_type,move_hourly_target,distance,dynamic_active_time,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
,,,,0,,0,90,0,,2022-05-19 19:11:24.043,,2022-05-19 19:11:24.043,,,,-1,0,0,,,,0.0,,0.0,bc5e08a0-45f5-4938-ae7e-f4b1703edf43.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,bc5e08a0-45f5-4938-ae7e-f4b1703edf43,1650931200000,
,,,,0,,0,90,0,,2022-05-19 19:11:25.994,,2022-05-19 19:11:25.994,,,,-1,0,0,,,,0.0,,0.0,779f0bf5-09ef-4808-a063-331ae5a0f1c6.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,779f0bf5-09ef-4808-a063-331ae5a0f1c6,1652745600000,
,,,,248,,165416,90,0,,2022-07-13 20:58:31.946,,2022-07-12 21:21:28.932,,,,-1,27347,2,,,,186.8125,,8.789917,a3c8e6d1-c1b2-4099-9dbc-099a526e0941.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,165416,36420000,a3c8e6d1-c1b2-4099-9dbc-099a526e0941,1657670400000,
,,,,6250,,3652403,90,0,,2022-06-02 20:53:12.450,,2022-06-01 21:00:00.882,,,,-1,1079957,66,,,,4866.367,,218.81104,7261044d-09ca-4efe-ac48-323806c1e559.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,3652403,28860000,7261044d-09ca-4efe-ac48-323806c1e559,1654128000000,
,,,,4734,,2784484,90,0,,2022-07-15 20:23:36.395,,2022-07-14 21:00:01.098,,,,-1,659946,51,,,,3660.2695,,166.35706,a354e2a6-bdb6-4080-a01d-c759df87fcb0.extra_data.json,D7+MLxdohL,1200,com.sec.android.app.shealth,2783284,36000000,a354e2a6-bdb6-4080-a01d-c759df87fcb0,1657843200000,
,,,,5145,,3029705,90,0,,2022-07-06 19:47:54.086,,2022-07-05 21:00:00.615,,,,-1,659727,55,,,,4011.8594,,183.198,d5932f44-2240-4a0e-9940-af6fe9d85b89.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,3029705,29700000,d5932f44-2240-4a0e-9940-af6fe9d85b89,1657065600000,
,,,,0,,0,90,0,,2022-05-19 19:11:24.751,,2022-05-19 19:11:24.751,,,,-1,0,0,,,,0.0,,0.0,c4beb935-15a5-4643-8f4d-8e5c5e43f31c.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,c4beb935-15a5-4643-8f4d-8e5c5e43f31c,1651536000000,
,,,,8152,,4739391,90,0,,2022-06-07 20:54:03.035,,2022-06-06 21:00:00.733,,,,-1,659915,86,,,,6345.9297,,285.1792,4e463cb4-508e-491c-b044-b8f13db98161.extra_data.json,D7+MLxdohL,4871,com.sec.android.app.shealth,4734520,33600000,4e463cb4-508e-491c-b044-b8f13db98161,1654560000000,
,,,,0,,0,90,0,,2022-05-19 19:11:22.853,,2022-05-19 19:11:22.853,,,,-1,0,0,,,,0.0,,0.0,1f7010fb-a3d8-41ba-84bf-27edae6e38ee.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,1f7010fb-a3d8-41ba-84bf-27edae6e38ee,1652918400000,
,,,,5274,,3180513,90,0,,2022-05-21 18:57:32.398,,2022-05-20 21:00:00.579,,,,-1,360000,58,,,,4045.0173,,185.5553,9c7c785a-eb27-4cbc-ba8d-a1a3005ea3dc.extra_data.json,D7+MLxdohL,400,com.sec.android.app.shealth,3180113,40500000,9c7c785a-eb27-4cbc-ba8d-a1a3005ea3dc,1653091200000,
,,,,10100,,6166709,90,0,,2022-06-06 18:44:49.599,,2022-06-05 21:00:00.550,,,,-1,839254,113,,,,7827.998,,355.08972,9417d6da-617c-41a8-bc29-47b6a436b743.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,6166709,37260000,9417d6da-617c-41a8-bc29-47b6a436b743,1654473600000,
,,,,6649,,3931371,90,0,,2022-06-17 21:00:54.777,,2022-06-16 21:00:00.517,,,,-1,659362,72,,,,5138.092,,232.54332,78dd2be7-7111-4bfd-bbb5-f374854071db.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,3931371,28740000,78dd2be7-7111-4bfd-bbb5-f374854071db,1655424000000,
,,,,10094,,5875077,90,0,,2022-05-25 18:57:18.230,,2022-05-24 21:00:01.303,,,,-1,540000,107,,,,7815.799,,354.8175,866c3868-7522-4a35-9c8e-a13fa2b23b68.extra_data.json,D7+MLxdohL,8681,com.sec.android.app.shealth,5866396,26880000,866c3868-7522-4a35-9c8e-a13fa2b23b68,1653436800000,
,,,,1424,,917702,90,0,,2022-06-23 19:29:51.750,,2022-06-22 21:00:00.706,,,,-1,180000,16,,,,1089.0938,,51.28174,8bf58a2c-2e18-4648-a859-0087f2798cb4.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,917702,28740000,8bf58a2c-2e18-4648-a859-0087f2798cb4,1655942400000,
,,,,0,,0,90,0,,2022-05-19 19:11:24.420,,2022-05-19 19:11:24.420,,,,-1,0,0,,,,0.0,,0.0,acf52e72-da44-4e36-8871-7499fb1b6e18.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,acf52e72-da44-4e36-8871-7499fb1b6e18,1651276800000,
,,,,0,,0,90,0,,2022-05-19 19:11:24.918,,2022-05-19 19:11:24.918,,,,-1,0,0,,,,0.0,,0.0,b3119c45-71f2-4fe9-b93c-78bf9e4eb88e.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,b3119c45-71f2-4fe9-b93c-78bf9e4eb88e,1651708800000,
,,,,0,,0,90,0,,2022-05-19 19:11:25.723,,2022-05-19 19:11:25.723,,,,-1,0,0,,,,0.0,,0.0,ffaa42d6-3b1a-4431-bdbc-8703ddb2cd3b.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,ffaa42d6-3b1a-4431-bdbc-8703ddb2cd3b,1652227200000,
,,,,0,,0,90,0,,2022-05-19 19:11:24.151,,2022-05-19 19:11:24.151,,,,-1,0,0,,,,0.0,,0.0,b39689dd-57ad-43de-9533-d969b065d940.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,b39689dd-57ad-43de-9533-d969b065d940,1651017600000,
,,,,9426,,5679618,90,0,,2022-05-31 20:23:15.265,,2022-05-30 21:00:00.854,,,,-1,625910,104,,,,7325.864,,332.79114,82f41859-90b7-4824-9d45-118f66c2efc0.extra_data.json,D7+MLxdohL,5200,com.sec.android.app.shealth,5674418,37680000,82f41859-90b7-4824-9d45-118f66c2efc0,1653955200000,
,,,,0,,0,90,0,,2022-05-19 19:11:25.932,,2022-05-19 19:11:25.932,,,,-1,0,0,,,,0.0,,0.0,87b88b76-5cbd-449a-9384-ce232fa1b9fc.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,87b88b76-5cbd-449a-9384-ce232fa1b9fc,1652659200000,
,,,,301,,200767,90,0,,2022-07-10 18:01:04.471,,2022-07-09 21:00:01.101,,,,-1,30015,3,,,,225.17578,,10.699829,cb7696d0-40b6-45f4-aa21-c7774024936a.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,200767,24840000,cb7696d0-40b6-45f4-aa21-c7774024936a,1657411200000,
,,,,333,,222111,90,0,,2022-07-23 18:48:51.682,,2022-07-22 21:00:00.644,,,,-1,23345,3,,,,253.66406,,11.949463,20d0e4e7-8683-46eb-9fd4-704f13466b57.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,222111,46200000,20d0e4e7-8683-46eb-9fd4-704f13466b57,1658534400000,
,,,,6334,,3802851,90,0,,2022-05-26 18:42:07.390,,2022-05-25 21:00:00.645,,,,-1,659477,70,,,,4889.525,,223.34666,18210d01-450c-4058-8b29-93c83d8c8733.extra_data.json,D7+MLxdohL,1600,com.sec.android.app.shealth,3801251,35760000,18210d01-450c-4058-8b29-93c83d8c8733,1653523200000,
,,,,91,,60697,90,0,,2022-07-17 18:58:42.507,,2022-07-16 21:00:00.879,,,,-1,12673,1,,,,69.20703,,3.222412,26935f75-19fa-47db-8676-d5aa1bce6b54.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,60697,41580000,26935f75-19fa-47db-8676-d5aa1bce6b54,1658016000000,
,,,,14245,,8620043,90,0,,2022-07-12 19:33:07.771,,2022-07-11 21:00:01.366,,,,-1,1199879,158,,,,10931.156,,499.90015,9ed0d2e3-cc3f-48dc-981d-e98f4ded0a18.extra_data.json,D7+MLxdohL,800,com.sec.android.app.shealth,8619243,21060000,9ed0d2e3-cc3f-48dc-981d-e98f4ded0a18,1657584000000,
,,,,0,,0,90,0,,2022-05-19 19:11:25.786,,2022-05-19 19:11:25.786,,,,-1,0,0,,,,0.0,,0.0,72ef4f7c-c9ea-4820-8cea-931832dfdc99.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,72ef4f7c-c9ea-4820-8cea-931832dfdc99,1652313600000,
,,,,6531,,3853019,90,0,,2022-06-10 19:44:55.500,,2022-06-09 21:00:00.628,,,,-1,779806,71,,,,5058.289,,228.63301,a4e52385-bc82-4b62-a8c2-ccf9394b7624.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,3853019,23040000,a4e52385-bc82-4b62-a8c2-ccf9394b7624,1654819200000,
,,,,374,,248390,90,0,,2022-07-16 20:00:50.459,,2022-07-15 21:00:00.615,,,,-1,27347,4,,,,288.58203,,13.929443,5e1fbb70-ba85-451f-94d2-511bf1051fff.extra_data.json,D7+MLxdohL,1600,com.sec.android.app.shealth,246790,35100000,5e1fbb70-ba85-451f-94d2-511bf1051fff,1657929600000,
,,,,2472,,1442330,90,0,,2022-08-03 19:49:55.563,,2022-08-02 21:02:12.822,,,,-1,300000,26,,,,1905.6406,,87.18921,3c09f91b-9170-4697-8601-878af5d627a8.extra_data.json,D7+MLxdohL,2000,com.sec.android.app.shealth,1440330,33840000,3c09f91b-9170-4697-8601-878af5d627a8,1659484800000,
,,,,2175,,1414852,90,0,,2022-07-09 20:54:48.674,,2022-07-08 21:00:00.534,,,,-1,120000,25,,,,1662.373,,77.83191,3a509bd0-4c59-4114-a971-cf364153c42d.extra_data.json,D7+MLxdohL,3600,com.sec.android.app.shealth,1411252,34920000,3a509bd0-4c59-4114-a971-cf364153c42d,1657324800000,
,,,,327,,217842,90,0,,2022-07-07 20:50:02.921,,2022-07-06 21:00:00.563,,,,-1,36685,3,,,,250.03125,,11.984131,e6cdf27a-b799-4807-b189-f951ffd9bdc6.extra_data.json,D7+MLxdohL,400,com.sec.android.app.shealth,217442,29220000,e6cdf27a-b799-4807-b189-f951ffd9bdc6,1657152000000,
,,,,4450,,2641635,90,0,,2022-05-28 20:44:50.243,,2022-05-27 21:00:02.734,,,,-1,705437,48,,,,3451.8306,,156.40936,a51fda65-eae7-4cea-9a4b-d20693790e04.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,2641635,48000000,a51fda65-eae7-4cea-9a4b-d20693790e04,1653696000000,
,,,,199,,132733,90,0,,2022-08-09 18:50:10.597,,2022-08-08 21:00:01.592,,,,-1,25346,2,,,,149.47656,,7.055664,324de0a9-28ad-4dcb-ada0-20c67364a856.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,132733,44040000,324de0a9-28ad-4dcb-ada0-20c67364a856,1660003200000,
,,,,5629,,3495087,90,0,,2022-06-22 20:55:37.978,,2022-06-21 21:00:00.901,,,,-1,300000,64,,,,4326.9336,,198.32568,57b014ec-cde6-4bca-9663-4041222172a7.extra_data.json,D7+MLxdohL,4777,com.sec.android.app.shealth,3490310,34740000,57b014ec-cde6-4bca-9663-4041222172a7,1655856000000,
,,,,0,,0,90,0,,2022-05-19 19:11:23.125,,2022-05-19 19:11:23.125,,,,-1,0,0,,,,0.0,,0.0,4f2ae6b9-15ae-40f8-b2f8-92b1b8098c4b.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,4f2ae6b9-15ae-40f8-b2f8-92b1b8098c4b,1650585600000,
,,,,11074,,6806024,90,0,,2022-06-28 20:42:26.345,,2022-06-27 21:00:00.877,,,,-1,899758,125,,,,8542.688,,393.13757,70ef3485-286e-492d-8caa-8698b304e599.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,6806024,16440000,70ef3485-286e-492d-8caa-8698b304e599,1656374400000,
,,,,2267,,1313866,90,0,,2022-07-14 19:30:27.521,,2022-07-13 21:00:00.604,,,,-1,300000,23,,,,1754.6172,,79.63257,cce86c4e-725c-44e2-9e45-60ebf01b0598.extra_data.json,D7+MLxdohL,1600,com.sec.android.app.shealth,1312266,52200000,cce86c4e-725c-44e2-9e45-60ebf01b0598,1657756800000,
,,,,0,,0,90,0,,2022-05-19 19:11:24.859,,2022-05-19 19:11:24.859,,,,-1,0,0,,,,0.0,,0.0,6a97a56a-b6e2-4001-a546-0a8f14f456a7.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,6a97a56a-b6e2-4001-a546-0a8f14f456a7,1651622400000,
,,,,0,,0,90,0,,2022-05-19 19:11:25.016,,2022-05-19 19:11:25.016,,,,-1,0,0,,,,0.0,,0.0,7589c8fa-38da-4fda-8028-30c3acbf4903.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,7589c8fa-38da-4fda-8028-30c3acbf4903,1651795200000,
,,,,2178,,1366769,90,0,,2022-06-30 20:26:36.275,,2022-06-29 21:00:00.887,,,,-1,420000,24,,,,1667.9629,,76.85297,5bdd1c84-547f-4b4e-b761-5206fca2f4d9.extra_data.json,D7+MLxdohL,1600,com.sec.android.app.shealth,1365169,33780000,5bdd1c84-547f-4b4e-b761-5206fca2f4d9,1656547200000,
,,,,0,,0,90,0,,2022-05-19 19:11:25.242,,2022-05-19 19:11:25.242,,,,-1,0,0,,,,0.0,,0.0,dfb46c11-287f-45b9-ab02-4ed8c77816af.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,dfb46c11-287f-45b9-ab02-4ed8c77816af,1651881600000,
,,,,7837,,4657077,90,0,,2022-06-01 19:30:00.712,,2022-05-31 21:00:00.708,,,,-1,839933,85,,,,6175.633,,279.53125,0eac1993-1e0c-4504-91a2-99ecea9d5241.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,4657077,32160000,0eac1993-1e0c-4504-91a2-99ecea9d5241,1654041600000,
,,,,6543,,3931700,90,0,,2022-08-10 20:48:15.783,,2022-08-09 21:43:55.361,,,,-1,1019883,72,,,,5141.243,,232.11386,c931f4c3-6a5b-4731-a57d-029a26bfd4e3.extra_data.json,D7+MLxdohL,400,com.sec.android.app.shealth,3931300,43200000,c931f4c3-6a5b-4731-a57d-029a26bfd4e3,1660089600000,
,,,,0,,0,90,0,,2022-05-19 19:11:25.903,,2022-05-19 19:11:25.903,,,,-1,0,0,,,,0.0,,0.0,262dd909-8ba5-4237-9271-efcf238d40ed.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,262dd909-8ba5-4237-9271-efcf238d40ed,1652572800000,
,,,,6669,,4034937,90,0,,2022-05-29 21:01:25.348,,2022-05-28 21:00:00.537,,,,-1,360000,74,,,,5117.1445,,233.75781,10779659-51db-499d-9f44-ce75115ba570.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,4034937,40200000,10779659-51db-499d-9f44-ce75115ba570,1653782400000,
,,,,0,,0,90,0,,2022-05-19 19:11:23.376,,2022-05-19 19:11:23.376,,,,-1,0,0,,,,0.0,,0.0,1249c3b6-b3e8-4a06-bd46-547dad8f2c83.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,0,-1,1249c3b6-b3e8-4a06-bd46-547dad8f2c83,1650672000000,
,,,,5573,,3262671,90,0,,2022-05-23 20:54:22.284,,2022-05-22 21:00:01.342,,,,-1,420000,60,,,,4312.1025,,195.5592,a37c31e2-790a-408e-a077-843c9e676b8e.extra_data.json,D7+MLxdohL,0,com.sec.android.app.shealth,3262671,38580000,a37c31e2-790a-408e-a077-843c9e676b8e,1653264000000,
,,,,3292,,2188009,90,0,,2022-06-25 20:58:29.547,,2022-06-24 21:00:00.931,,,,-1,120000,40,,,,2475.3594,,117.30835,bb62df9b-593b-4558-a136-f27b5c4818fe.extra_data.json,D7+MLxdohL,2400,com.sec.android.app.shealth,2185609,28860000,bb62df9b-593b-4558-a136-f27b5c4818fe,1656115200000,
,,,,102,,68034,90,0,,2022-08-16 20:37:16.747,,2022-08-15 21:00:01.874,,,,-1,22011,1,,,,76.26,,3.9099998,2c42eacf-8292-4ee4-b937-e9230c5cd576.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,68034,53880000,2c42eacf-8292-4ee4-b937-e9230c5cd576,1660608000000,
,,,,200,,133400,90,0,,2022-08-17 20:57:15.829,,2022-08-16 21:00:01.447,,,,-1,31349,2,,,,149.67001,,7.3400006,97920c26-870b-407f-8ba4-4d20af66bb8a.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,133400,34560000,97920c26-870b-407f-8ba4-4d20af66bb8a,1660694400000,
,,,,3033,,1795144,90,0,,2022-07-20 20:05:08.593,,2022-07-19 21:00:00.808,,,,-1,300000,32,,,,2342.1484,,106.92993,55b8a8a8-a8d7-4279-b267-02d8c787da4b.extra_data.json,D7+MLxdohL,4185,com.sec.android.app.shealth,1790959,35160000,55b8a8a8-a8d7-4279-b267-02d8c787da4b,1658275200000,
,,,,168,,112056,90,0,,2022-08-18 20:19:43.604,,2022-08-17 21:00:00.608,,,,-1,15341,1,,,,125.12999,,6.22,bf27eece-2b66-45ff-9b05-d8006ba728e6.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,112056,47880000,bf27eece-2b66-45ff-9b05-d8006ba728e6,1660780800000,
,,,,2000,,1289828,90,0,,2022-08-19 20:44:05.763,,2022-08-18 21:00:00.910,,,,-1,240000,23,,,,1503.3502,,74.729996,93521083-e9ab-487f-ac06-df446fd5d18c.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,1289828,43320000,93521083-e9ab-487f-ac06-df446fd5d18c,1660867200000,
,,,,7660,,4921747,90,0,,2022-08-20 20:50:42.149,,2022-08-19 21:00:01.733,,,,-1,1200000,91,,,,5680.471,,300.44806,921674f3-999e-47c2-b350-73ac169d3c86.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,4921747,23940000,921674f3-999e-47c2-b350-73ac169d3c86,1660953600000,
,,,,6197,,3870548,90,0,,2022-08-21 19:42:06.158,,2022-08-20 21:00:00.389,,,,-1,360000,71,,,,4614.561,,240.55002,1a224b61-ab0f-4da4-a37d-6b1187c59088.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,3870548,40620000,1a224b61-ab0f-4da4-a37d-6b1187c59088,1661040000000,
,,,,8565,,4959134,90,0,,2022-08-22 20:08:38.700,,2022-08-21 21:00:08.812,,,,-1,480000,91,,,,6582.69,,318.05,d54b6009-992f-427d-82e4-0dcd6f84a5b4.extra_data.json,V56QTfKo51,66130,com.sec.android.app.shealth,4893004,50100000,d54b6009-992f-427d-82e4-0dcd6f84a5b4,1661126400000,
,,,,3388,,2082487,90,0,,2022-08-23 22:25:38.963,,2022-08-22 21:00:01.484,,,,-1,180000,37,,,,2568.4,,124.77999,92d31007-e517-41db-b046-2c7342034015.extra_data.json,V56QTfKo51,1200,com.sec.android.app.shealth,2081287,38520000,92d31007-e517-41db-b046-2c7342034015,1661212800000,
,,,,11298,,6503100,90,0,,2022-08-24 19:02:06.267,,2022-08-23 21:00:01.400,,,,-1,2128000,120,,,,8769.853,,414.60065,19a7cb8a-ea9c-4bbb-a26f-c35baad5bdca.extra_data.json,V56QTfKo51,1200,com.sec.android.app.shealth,6501900,43320000,19a7cb8a-ea9c-4bbb-a26f-c35baad5bdca,1661299200000,
,,,,297,,198099,90,0,,2022-08-25 18:31:02.977,,2022-08-24 21:00:01.957,,,,-1,25346,3,,,,221.6,,10.73,4cd50ea7-b75b-4a3f-9d57-e083c32cf61e.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,198099,27660000,4cd50ea7-b75b-4a3f-9d57-e083c32cf61e,1661385600000,
,,,,1978,,1113470,90,0,,2022-08-26 20:55:16.848,,2022-08-25 21:00:01.481,,,,-1,360000,20,,,,1498.17,,74.119995,347c541b-0903-4fb9-b99f-0a9e6fb2f05f.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,1113470,36660000,347c541b-0903-4fb9-b99f-0a9e6fb2f05f,1661472000000,
,,,,255,,170085,90,0,,2022-08-27 19:37:24.494,,2022-08-26 21:00:01.661,,,,-1,24679,2,,,,190.60997,,9.25,b2224bfa-d033-4104-b271-010f5a49736a.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,170085,33600000,b2224bfa-d033-4104-b271-010f5a49736a,1661558400000,
,,,,155,,103385,90,0,,2022-08-28 12:07:29.485,,2022-08-27 21:00:02.059,,,,-1,19343,1,,,,115.08999,,5.7400002,50a50825-1f9c-427b-ad06-082b9a58206f.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,103385,44100000,50a50825-1f9c-427b-ad06-082b9a58206f,1661644800000,
,,,,2238,,1429868,90,0,,2022-08-29 20:58:50.575,,2022-08-28 21:00:01.599,,,,-1,180000,25,,,,1675.5897,,83.630005,b16cb64f-39b0-4345-b47f-fc1f1608e30c.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,1429868,22320000,b16cb64f-39b0-4345-b47f-fc1f1608e30c,1661731200000,
,,,,4718,,3057108,90,0,,2022-08-30 20:32:53.376,,2022-08-29 21:00:01.292,,,,-1,240000,55,,,,3490.3801,,183.39003,dc686232-ef14-4bb5-9fb0-4ac18b361352.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,3057108,56640000,dc686232-ef14-4bb5-9fb0-4ac18b361352,1661817600000,
,,,,241,,160747,90,0,,2022-08-31 20:59:22.686,,2022-08-30 21:00:01.696,,,,-1,14674,2,,,,177.81999,,8.809999,92823e39-407b-489a-afc6-32e7b24363e5.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,160747,44460000,92823e39-407b-489a-afc6-32e7b24363e5,1661904000000,
,,,,3297,,1984182,90,0,,2022-09-01 20:45:19.304,,2022-08-31 21:00:01.784,,,,-1,1560000,36,,,,2505.5596,,127.31999,89da6785-04ce-44a9-927d-b2bc57c5db75.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,1984182,39960000,89da6785-04ce-44a9-927d-b2bc57c5db75,1661990400000,
,,,,734,,481544,90,0,,2022-09-02 19:35:19.663,,2022-09-01 21:00:03.392,,,,-1,60000,8,,,,546.1599,,28.160004,d2bd032d-a1ac-4ca8-b36f-a8f20417ffe1.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,481544,47280000,d2bd032d-a1ac-4ca8-b36f-a8f20417ffe1,1662076800000,
,,,,191,,127397,90,0,,2022-09-03 17:55:43.375,,2022-09-02 21:00:02.412,,,,-1,16008,2,,,,141.18,,7.0,9200afcb-88c1-4bb8-b9ad-ac9dabca6153.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,127397,40680000,9200afcb-88c1-4bb8-b9ad-ac9dabca6153,1662163200000,
,,,,209,,139403,90,0,,2022-09-04 20:54:33.653,,2022-09-03 21:00:03.486,,,,-1,16675,2,,,,155.79001,,7.649999,7a696846-befe-4902-be3b-2d79c697a623.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,139403,39780000,7a696846-befe-4902-be3b-2d79c697a623,1662249600000,
,,,,5495,,3333553,90,0,,2022-09-05 19:48:33.358,,2022-09-04 21:00:01.351,,,,-1,420000,61,,,,4134.441,,211.00002,ef507451-fa98-4b8a-851b-f4c49358e5ee.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,3333553,33840000,ef507451-fa98-4b8a-851b-f4c49358e5ee,1662336000000,
,,,,169,,112723,90,0,,2022-09-06 20:41:00.359,,2022-09-05 21:00:01.573,,,,-1,18009,1,,,,125.350006,,6.2300005,28c16434-65f2-45ca-9e55-7434940bfd15.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,112723,32460000,28c16434-65f2-45ca-9e55-7434940bfd15,1662422400000,
,,,,2659,,1710038,90,0,,2022-09-07 20:14:54.880,,2022-09-06 21:00:01.259,,,,-1,120000,31,,,,2027.9797,,96.77002,570ac7d9-7096-403b-85f2-8493c64dc389.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,1710038,35700000,570ac7d9-7096-403b-85f2-8493c64dc389,1662508800000,
,,,,1960,,1288017,90,0,,2022-09-08 20:30:16.648,,2022-09-07 21:00:01.804,,,,-1,60000,23,,,,1509.6897,,72.92,e7802c4a-f62b-4924-bf6c-212a8daf360b.extra_data.json,V56QTfKo51,7916,com.sec.android.app.shealth,1280101,29880000,e7802c4a-f62b-4924-bf6c-212a8daf360b,1662595200000,
,,,,3434,,2143287,90,0,,2022-09-09 18:52:15.061,,2022-09-08 21:00:01.766,,,,-1,360000,38,,,,2567.02,,132.93001,b96ff482-811f-495c-915f-fb4d51d52803.extra_data.json,V56QTfKo51,2000,com.sec.android.app.shealth,2141287,41520000,b96ff482-811f-495c-915f-fb4d51d52803,1662681600000,
,,,,1771,,1135601,90,0,,2022-09-10 20:54:24.635,,2022-09-09 21:00:01.500,,,,-1,300000,20,,,,1317.36,,68.72001,2c3cb4f3-3085-436d-a5c0-aafcc279e92b.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,1135601,35700000,2c3cb4f3-3085-436d-a5c0-aafcc279e92b,1662768000000,
,,,,2312,,1526673,90,0,,2022-09-11 19:48:35.844,,2022-09-10 21:00:01.721,,,,-1,120000,27,,,,1720.4198,,87.01,9706b07a-936a-429c-ae4e-20faf4039e3f.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,1526673,41880000,9706b07a-936a-429c-ae4e-20faf4039e3f,1662854400000,
,,,,766,,510922,90,0,,2022-09-12 20:06:18.868,,2022-09-11 21:00:01.322,,,,-1,60000,8,,,,570.55994,,28.769999,1b07efb5-5bb7-4b98-a16d-0999dbdfb923.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,510922,34140000,1b07efb5-5bb7-4b98-a16d-0999dbdfb923,1662940800000,
,,,,6487,,3844866,90,0,,2022-09-13 20:50:36.850,,2022-09-12 21:00:01.507,,,,-1,780000,71,,,,4943.4775,,252.99254,3da831fd-edba-40cc-8984-55993f20af39.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,3844866,48420000,3da831fd-edba-40cc-8984-55993f20af39,1663027200000,
,,,,4895,,2846493,90,0,,2022-09-14 20:45:40.014,,2022-09-13 21:00:02.903,,,,-1,1620000,52,,,,3781.909,,174.42249,25d0cc96-d905-42ad-86af-81ad52f40b9b.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,2846493,39720000,25d0cc96-d905-42ad-86af-81ad52f40b9b,1663113600000,
,,,,194,,129398,90,0,,2022-09-15 20:24:57.686,,2022-09-14 21:00:01.411,,,,-1,14007,2,,,,144.6,,7.029999,f18c48ce-b595-45e3-8b1a-2a6888456518.extra_data.json,V56QTfKo51,0,com.sec.android.app.shealth,129398,38700000,f18c48ce-b595-45e3-8b1a-2a6888456518,1663200000000,
